"num","time","src","dest","protocol","length","info","src_port","dest_port","src_ip","dest_ip","hardware_src_addr","hardware_dst_addr","set"
"4281","10.379083","rescomp-15-239085.stanford.edu","bi-eventtracker-prd-2125791703.us-east-1.elb.amazonaws.com","HTTP","526","GET /?subject=page&url=http%3A%2F%2Fwww.nytimes.com%2F&assetUrl=http%3A%2F%2Fwww.nytimes.com%2F&referrer=&clientTimeStamp=1464893028215&totalTime=1476&impressions=%5B%7B%22module%22%3A%22WatchingPortal%22%2C%22pgType%22%3A%22Homepage%22%2C%22region%22%3A%22c-column-middle-span-region%22%2C%22action%22%3A%22impression%22%2C%22proxyEventName%22%3A%22WatchingPortal%22%2C%22proxyEventType%22%3A%22impression%22%2C%22eventtimestamp%22%3A1464893029691%7D%5D&sourceApp=nyt-v5&callback=NYTD.EventTracker.cb6&datumId=a57fcd7a05727f54&agentId=5226e1aa862c3947c9d3a32127ff9fe2&webActiveDaysList=%5B0%2C0%2C0%2C1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%2C0%2C0%2C0%2C0%2C0%2C0%2C1%2C1%2C1%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D HTTP/1.1 ","49583","80","10.31.69.86","54.235.140.185","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4282","10.379241","rescomp-15-239085.stanford.edu","www.gtm.nytimes.com","TLSv1.2","567","Application Data","49437","443","10.31.69.86","170.149.159.130","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4283","10.382329","rescomp-15-239085.stanford.edu","pool1.moatads.com","TCP","1514","[TCP segment of a reassembled PDU]","49678","80","10.31.69.86","52.90.152.238","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4284","10.382393","rescomp-15-239085.stanford.edu","pool1.moatads.com","HTTP","297","GET /pixel.gif?e=34&ud=0&qa=2400&qb=1350&qc=2400&qd=0&qf=2400&qe=1217&qh=2400&qg=1300&qi=2400&qj=1300&qk=0&ql=%3B%5BpwxnRd%7Dt%3Aa%5DmJVOG)%2C~%405%2F%5BGI%3Fi6%5EB61%2F%3DSqcMr1%7B%2CTu9LJJ(a.P%2B)s1(u0.pVw!ry8k.%22%3A%3DMo%5Di*3oD%5BN%7BQO%3FSFm%5D)4m3%23(%3DNRpStZ.EfoG0Kc%5ENFnUz%22uCG&qo=0&qm=420&qn=6OZw%3DoHB%2CEF%3FKC1I%3Cq.bWoCSV2W0Su*TDXlCfX2iR2%25(GyHN%3DI(%2C%3Ba15lK1t!9ZpAH..4iwM%25z4mc4djG%3D_11%5Dc4it%7Cu%269RHrOCFxBoocF)uhFAkD%3Dv%3Cy%5Dv%5BLy*hgMcpk%3FqFm%5Dm%22%2Bx%7Co%3Ee%7CwR3yC%7CQfBn%3Ch%2CIqs!Qzny7jT81%22ASYUby%3D(tN%23V.x1.qUD%60aFjL%2FX%252%3B(OC)Lp%22%3Fj3VYUex8k%40%22%7Cu7pRB%5Bz%26(K%2BxP%25l7g%26kyM8F4%2BKCCRP)Et%5B%40(X%7C01%5B_)vVS%2F%2F.hX%3Dt%3C!T%5D%3DNMV8t8fvb%26%225gRo%2BG%22IQ3qC%3DAd%5EX%5E0oJU4b6W%3AGcS4(%5B*rUePpw4iqi%3CFEtmChkQPuf3%2BrNaU51%40%40HHzt%24bV%2F.4bIu%40vv%7DqB%3DmfV%7Dz(m3%3D%5BB*RpKDaKc%2C%3Cem%24pD7X%3Ai%3C%3FdKHapzrIw(%60*MVu%2Fs1S*qks!o%7B25jAbj19SUF%60(a~M%3Ai%60K%25_9.rV0%2F%60E%60%60We%24%26x%5Ebm%7BiF%3Def%25.ekO2m%2F%26u~q%60RP%3CG.FTVGX%5E8Y.N%2CzKydjXB3UN%5EMk3okt%24b_o4i6yz4B&qp=10000&qq=000001100000&qr=0&qt=0&i=ESSENCE_NYTIMES_PARAMPASS1&pl=1&bq=9&f=0&j=&o=3&t=1464893028511&de=61881577034&m=0&ar=2f8bbe9-clean&ai=925&q=19&cb=0&cu=1464893028511&ll=4&ln=0&em=0&en=0&d=nytimes.com%3ABreaking%20News%2C%20World%20News%20%26%20Multimedia%3A__page__%3A-&qs=1&fd=1&ac=1&it=500&fs=80006&na=50496244&cs=0 HTTP/1.1 ","49678","80","10.31.69.86","52.90.152.238","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4285","10.382806","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","72","Standard query 0x87f9 A ib.adnxs.com","50647","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4286","10.383107","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","87","Standard query 0xcea2 A 79423.analytics.edgekey.net","60043","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4287","10.384136","rescomp-15-239085.stanford.edu","pagead46.l.doubleclick.net","TCP","66","49728  >  https [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","49728","443","10.31.69.86","216.58.194.194","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4288","10.384629","sfo07s13-in-f14.1e100.net","rescomp-15-239085.stanford.edu","TCP","54","http  >  49549 [ACK] Seq=435 Ack=4478 Win=512 Len=0","80","49549","216.58.194.174","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4289","10.385128","rescomp-15-239085.stanford.edu","a728.g.akamai.net","TCP","1514","[TCP segment of a reassembled PDU]","49568","80","10.31.69.86","198.189.255.222","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4290","10.385139","rescomp-15-239085.stanford.edu","a728.g.akamai.net","HTTP","93","GET /log?logid=prlog&dn=www.nytimes.com&cid=8CU2553YN&ugd=4&vid=00001464893028444021483348538680&vsid=1050652128654071&sd=3&gtd=400&gfd=0&cc=US&abte=&pvid[]=9&pvnm[]=YBNCA&prvReqId[]=405112931645994301464893028443&crid[]=782647924&ckid[]=&ltime[]=1546&bdp[]=0&cbdp[]=0&s[]=2&snm[]=nobid&td[]=0%7C50&bc[]=3&act[]=headerBid&bId[]=&cmpid[]=&advId[]=&advNm[]=&advUrl[]=&size[]=&pvid[]=9&pvnm[]=YBNCA&prvReqId[]=405112931645994301464893028443&crid[]=427700124&ckid[]=&ltime[]=1546&bdp[]=0&cbdp[]=0&s[]=2&snm[]=nobid&td[]=0%7C50&bc[]=3&act[]=headerBid&bId[]=&cmpid[]=&advId[]=&advNm[]=&advUrl[]=&size[]=&pvid[]=9&pvnm[]=YBNCA&prvReqId[]=405112931645994301464893028443&crid[]=377617315&ckid[]=&ltime[]=1546&bdp[]=0&cbdp[]=0&s[]=2&snm[]=nobid&td[]=0%7C50&bc[]=3&act[]=headerBid&bId[]=&cmpid[]=&advId[]=&advNm[]=&advUrl[]=&size[]=&pvid[]=4&pvnm[]=YBNCA-AUTO&prvReqId[]=405112931645994301464893028443&crid[]=244728629&ckid[]=&ltime[]=1546&bdp[]=0&cbdp[]=0&s[]=2&snm[]=nobid&td[]=0%7C50&bc[]=1&act[]=headerBid&bId[]=&cmpid[]=&advId[]=&advNm[]=&advUrl[]=&size[]=&requrl=http%3A%2F%2Fwww.nytimes.com%2F&kwrf= HTTP/1.1 ","49568","80","10.31.69.86","198.189.255.222","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4291","10.385199","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","322","Standard query response 0x87f9 A ib.adnxs.com CNAME g.geogslb.com CNAME ib.anycast.adnxs.com A 68.67.128.16 A 68.67.129.113 A 68.67.128.24 A 68.67.128.88 A 68.67.129.125 A 68.67.129.53 A 68.67.129.43 A 68.67.128.13 NS ns2.gslb.com NS ns1.gslb.com A 8.19.31.10 A 8.19.31.11","53","50647","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4292","10.385408","rescomp-15-239085.stanford.edu","e5482.g.akamaiedge.net","TLSv1.2","438","Application Data","49418","443","10.31.69.86","23.73.202.62","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4293","10.386321","rescomp-15-239085.stanford.edu","west-vpc-log-balancer-2099839035.us-west-2.elb.amazonaws.com","HTTP","685","GET /543715/0/3532/132612264/71480554/229621/0/0/0/1.ver?at=ol&d=Load&ddl=0&csync=1&ds=2400x1217&dsf=300x601&if=0&mbl=0&ols=0&sf=na&sn=1&sz=na&ta=0&tp=2&vd=1&x=53&y=0&jf=1&jt=1&jsv=4.5.0&oc=ADO&nc=0&num=0&sr=2400x1350x24&tz=7&url=http%3A%2F%2Fwww.nytimes.com%2F HTTP/1.1 ","49682","80","10.31.69.86","54.69.167.143","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4294","10.386423","rescomp-15-239085.stanford.edu","sfo03s06-in-f2.1e100.net","HTTP","1083","GET /activeview?avi=BtR0aY35QV7jcPJT5-QPL7JHoAwAAAAAQATgByAEJwAIC4AIA4AQBoAYW&cid=5GhqStxLancsxxUOBvYuiOXFBCo&id=osdim&ti=1&adk=3072593476&p=4300,0,4300,0&tos=457,0,0,0,0&mtos=457,457,457,457,457&rs=3&ht=0&tfs=11&tls=11&mc=1&lte=1&bas=0&bac=0&fp=correlator%3D402571904264165%26eid%3D108809080%26iu%3D%252F29390238%252FNYT%252Fhomepage%252Fus%26oid%3D3%26url%3Dhttp%253A%252F%252Fwww.nytimes.com%252F&afp=%26output%3Djson_html%26impl%3Dfif%26dt%3D1464893026032%26adx%3D0%26ady%3D0%26ifi%3D2%26flash%3D21.0.0&r=u&bs=2383,1217&bos=2400,1300&ps=2383,5776&ss=2400,1350&tt=2689&pt=2&deb=1-10-12-11-10-16&tvt=2681&uc=9&tgt=nf&cl=0 HTTP/1.1 ","49625","80","10.31.69.86","216.58.195.226","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4295","10.386622","rescomp-15-239085.stanford.edu","ib.anycast.adnxs.com","TCP","66","49729  >  http [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","49729","80","10.31.69.86","68.67.128.16","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4296","10.386725","rescomp-15-239085.stanford.edu","ib.anycast.adnxs.com","TCP","66","49730  >  http [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","49730","80","10.31.69.86","68.67.128.16","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4297","10.388167","pool4.moatads.com","rescomp-15-239085.stanford.edu","TCP","66","http  >  49727 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=8961 SACK_PERM=1 WS=128","80","49727","52.201.247.164","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4298","10.388249","rescomp-15-239085.stanford.edu","pool4.moatads.com","TCP","54","49727  >  http [ACK] Seq=1 Ack=1 Win=65536 Len=0","49727","80","10.31.69.86","52.201.247.164","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4299","10.388962","rescomp-15-239085.stanford.edu","ox-173-241-250-220.ca.dc.openx.org","TCP","66","49731  >  http [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","49731","80","10.31.69.86","173.241.250.220","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4300","10.389544","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","454","Standard query response 0xcea2 A 79423.analytics.edgekey.net CNAME e2725.g.akamaiedge.net A 23.55.176.58 NS n6g.akamaiedge.net NS n3g.akamaiedge.net NS n7g.akamaiedge.net NS n5g.akamaiedge.net NS n0g.akamaiedge.net NS a0g.akamaiedge.net NS n1g.akamaiedge.net NS n4g.akamaiedge.net NS n2g.akamaiedge.net AAAA 2600:1480:e800::c0 A 63.141.195.110 A 128.241.89.31 A 88.221.81.193 A 63.141.195.103 A 199.239.183.52 A 63.141.195.110 A 63.141.195.103 A 63.141.195.117","53","60043","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4301","10.389919","rescomp-15-239085.stanford.edu","e2725.g.akamaiedge.net","TCP","66","49732  >  https [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","49732","443","10.31.69.86","23.55.176.58","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"4302","10.397249","pagead46.l.doubleclick.net","rescomp-15-239085.stanford.edu","TCP","66","https  >  49728 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1430 SACK_PERM=1 WS=128","443","49728","216.58.194.194","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4303","10.397255","e5482.g.akamaiedge.net","rescomp-15-239085.stanford.edu","TCP","1514","[TCP segment of a reassembled PDU]","443","49418","23.73.202.62","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4304","10.397264","e5482.g.akamaiedge.net","rescomp-15-239085.stanford.edu","TCP","1514","[TCP segment of a reassembled PDU]","443","49418","23.73.202.62","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"4305","10.397888","rescomp-15-239085.stanford.edu","pagead46.l.doubleclick.net","TCP","54","49728  >  https [ACK] Seq=1 Ack=1 Win=65536 Len=0","49728","443","10.31.69.86","216.58.194.194","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"54","1.081245","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x5ba5 PTR 35.72.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"55","1.081860","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xeed5 PTR 255.79.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"56","1.082083","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x5888 PTR 90.77.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"57","1.082275","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xe06b PTR 251.0.0.224.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"58","1.082474","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x818c PTR 45.68.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"59","1.082627","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","86","Standard query 0xd2e5 PTR 62.140.19.172.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"60","1.082888","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x4982 PTR 48.77.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"61","1.083081","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","88","Standard query 0xa895 PTR 255.255.255.255.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"62","1.083284","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x93d7 PTR 105.85.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"63","1.083466","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x453a PTR 255.95.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"64","1.083641","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x8b8f PTR 61.70.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"65","1.083810","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x9a3e PTR 66.82.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"66","1.083998","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","88","Standard query 0x4927 PTR 250.255.255.239.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"67","1.084194","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x4ead PTR 101.74.31.10.in-addr.arpa","60940","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","Idle"
"68","1.133141","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x5ba5 PTR 35.72.31.10.in-addr.arpa PTR rescomp-14-239647.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"74","1.156912","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","164","Standard query response 0xeed5 No such name PTR 255.79.31.10.in-addr.arpa SOA iron.stanford.edu","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"75","1.202589","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x5888 PTR 90.77.31.10.in-addr.arpa PTR rescomp-15-240438.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"76","1.202590","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","141","Standard query response 0xe06b No such name PTR 251.0.0.224.in-addr.arpa SOA sns.dns.icann.org","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"77","1.204689","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x818c PTR 45.68.31.10.in-addr.arpa PTR rescomp-15-311965.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"78","1.206424","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","278","Standard query response 0xd2e5 PTR 62.140.19.172.in-addr.arpa PTR Paloma-AP-2141.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"79","1.206424","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x4982 PTR 48.77.31.10.in-addr.arpa PTR rescomp-14-262128.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"80","1.206425","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","151","Standard query response 0xa895 PTR 255.255.255.255.in-addr.arpa SOA 255.255.255.255.IN-ADDR.ARPA","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"81","1.206667","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","275","Standard query response 0x93d7 PTR 105.85.31.10.in-addr.arpa PTR DN51ulb9.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"82","1.207512","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","164","Standard query response 0x453a No such name PTR 255.95.31.10.in-addr.arpa SOA iron.stanford.edu","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"83","1.208123","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x8b8f PTR 61.70.31.10.in-addr.arpa PTR rescomp-15-312403.stanford.edu NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"84","1.208720","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x9a3e PTR 66.82.31.10.in-addr.arpa PTR DN51uki2.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
"85","1.210805","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","145","Standard query response 0x4927 No such name PTR 250.255.255.239.in-addr.arpa SOA sns.dns.icann.org","53","60940","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","Idle"
